marca,capacidade,avaliacao_energia,tipo,funcionalidades,cores,material,periodo_garantia,pais_fabricacao,preco,mediana_capacidade
Siemens,649.0,A++,Single Door,Water Dispenser,White,Stainless Steel,7.0,USA,701.0,469.0
Siemens,496.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,4.0,USA,1960.0,469.0
GE,122.0,A++,Double Door,Ice Dispenser,White,Stainless Steel,5.0,China,1772.0,446.0
Electrolux,224.0,A+,Side-by-Side,Water Dispenser,Gray,Stainless Steel,3.0,India,1131.0,461.0
Haier,189.0,A,Double Door,Ice Dispenser,Black,Plastic,4.0,India,1602.0,469.0
Frigidaire,306.0,A,Single Door,Ice Dispenser,White,Stainless Steel,6.0,India,1492.0,440.5
Frigidaire,288.0,A,Single Door,Water Dispenser,Black,Glass,8.0,Germany,1846.0,440.5
Samsung,253.0,A+,Single Door,Water Dispenser,Silver,Stainless Steel,7.0,Germany,1103.0,458.0
GE,268.0,A+,Double Door,Smart Connectivity,Black,Plastic,8.0,USA,982.0,403.0
Panasonic,291.0,A+,Double Door,Smart Connectivity,Black,Plastic,4.0,USA,1281.0,430.0
Bosch,717.0,A++,Double Door,Smart Connectivity,Black,Glass,9.0,USA,1008.0,441.5
Samsung,658.0,A++,Single Door,Water Dispenser,Silver,Plastic,6.0,China,1518.0,452.0
Panasonic,313.0,B,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,USA,1397.0,466.0
Haier,781.0,A++,Single Door,Smart Connectivity,Silver,Glass,5.0,India,862.0,434.5
GE,269.0,A,Single Door,Ice Dispenser,Gray,Plastic,3.0,China,301.0,447.0
Electrolux,759.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,3.0,USA,1099.0,431.5
LG,794.0,B,Double Door,Smart Connectivity,White,Glass,8.0,Germany,762.0,431.0
Electrolux,242.0,A+,Single Door,Smart Connectivity,Silver,Plastic,8.0,China,1231.0,461.0
Siemens,749.0,B,Double Door,Smart Connectivity,Silver,Plastic,2.0,China,1672.0,450.5
Bosch,314.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,5.0,USA,1760.0,434.5
Samsung,664.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,3.0,China,1388.0,440.0
Siemens,703.0,B,Double Door,Water Dispenser,Black,Glass,9.0,China,1745.0,450.5
Whirlpool,522.0,B,Single Door,Smart Connectivity,Black,Glass,6.0,India,1743.0,461.0
Samsung,575.0,A++,Side-by-Side,Water Dispenser,Black,Plastic,9.0,Germany,665.0,452.0
Samsung,286.0,A++,Single Door,Smart Connectivity,Gray,Glass,8.0,China,411.0,452.0
GE,484.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,India,715.0,403.0
Frigidaire,591.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,7.0,Germany,1245.0,429.5
Siemens,632.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,China,1242.0,469.0
Whirlpool,169.0,A++,Side-by-Side,Smart Connectivity,Silver,Glass,3.0,Germany,521.0,416.5
Siemens,373.0,B,Double Door,Ice Dispenser,Silver,Stainless Steel,8.0,India,898.0,450.5
Siemens,324.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,China,1099.0,455.0
Frigidaire,458.0,A++,Double Door,Smart Connectivity,White,Glass,3.0,India,1206.0,436.0
Bosch,585.0,A,Side-by-Side,Water Dispenser,Gray,Glass,4.0,India,561.0,424.0
Electrolux,231.0,B,Double Door,Water Dispenser,Silver,Glass,2.0,Germany,1458.0,431.5
Bosch,381.0,A+,Double Door,Ice Dispenser,White,Glass,5.0,Germany,235.0,446.5
Haier,390.0,A,Single Door,Water Dispenser,White,Plastic,3.0,China,1261.0,469.0
GE,477.0,A+,Double Door,Smart Connectivity,Gray,Glass,4.0,USA,1850.0,403.0
Siemens,156.0,A++,Double Door,Smart Connectivity,Gray,Stainless Steel,7.0,China,315.0,469.0
Frigidaire,738.0,A,Side-by-Side,Smart Connectivity,Gray,Plastic,5.0,India,969.0,440.5
Haier,656.0,A,Single Door,Ice Dispenser,White,Glass,6.0,China,1112.0,469.0
Frigidaire,652.0,B,Double Door,Water Dispenser,White,Stainless Steel,7.0,India,1850.0,429.5
Bosch,676.0,B,Double Door,Water Dispenser,Black,Glass,5.0,Germany,269.0,434.5
Samsung,452.0,A++,Side-by-Side,Ice Dispenser,White,Stainless Steel,3.0,China,435.0,452.0
Whirlpool,616.0,A,Single Door,Ice Dispenser,Black,Glass,6.0,India,841.0,457.5
Electrolux,463.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,8.0,Germany,1099.0,458.0
Electrolux,451.0,B,Single Door,Water Dispenser,Black,Glass,3.0,Germany,1787.0,431.5
Samsung,551.0,A+,Double Door,Water Dispenser,White,Glass,5.0,China,1827.0,458.0
Panasonic,356.0,A+,Side-by-Side,Water Dispenser,White,Plastic,2.0,USA,1617.0,430.0
Siemens,526.0,B,Side-by-Side,Water Dispenser,Silver,Glass,3.0,China,737.0,450.5
Electrolux,144.0,A+,Side-by-Side,Ice Dispenser,Silver,Plastic,2.0,USA,1099.0,461.0
Electrolux,199.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,1.0,China,1324.0,431.0
Bosch,451.0,B,Double Door,Ice Dispenser,Gray,Glass,9.0,USA,1856.0,434.5
Panasonic,331.0,A+,Double Door,Water Dispenser,Silver,Plastic,9.0,Germany,980.0,430.0
Whirlpool,777.0,A++,Double Door,Smart Connectivity,Black,Glass,5.0,USA,429.0,416.5
Panasonic,418.0,B,Double Door,Smart Connectivity,Black,Glass,7.0,China,677.0,466.0
Whirlpool,292.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,9.0,Germany,1438.0,461.0
Electrolux,276.0,B,Double Door,Water Dispenser,Gray,Glass,9.0,Germany,740.0,431.5
Siemens,456.0,A,Double Door,Smart Connectivity,Black,Plastic,3.0,USA,427.0,476.0
LG,390.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,USA,1924.0,465.0
Frigidaire,720.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,2.0,USA,957.0,440.5
Frigidaire,135.0,A+,Side-by-Side,Water Dispenser,White,Plastic,3.0,Germany,535.0,446.5
Haier,487.0,A,Double Door,Smart Connectivity,Silver,Glass,3.0,India,1392.0,469.0
Panasonic,734.0,B,Double Door,Ice Dispenser,Silver,Glass,8.0,Germany,1193.0,466.0
GE,255.0,A+,Double Door,Ice Dispenser,White,Stainless Steel,3.0,Germany,444.0,403.0
Whirlpool,211.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,China,1869.0,457.5
Frigidaire,529.0,B,Single Door,Smart Connectivity,Gray,Glass,1.0,USA,1071.0,429.5
Frigidaire,291.0,B,Single Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,1376.0,429.5
Whirlpool,624.0,A,Side-by-Side,Smart Connectivity,Silver,Glass,1.0,USA,1551.0,457.5
Panasonic,495.0,A,Single Door,Ice Dispenser,White,Stainless Steel,7.0,Germany,1300.0,463.0
LG,142.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,3.0,India,906.0,431.0
Frigidaire,268.0,A++,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,5.0,USA,786.0,436.0
Siemens,570.0,B,Double Door,Ice Dispenser,Silver,Plastic,2.0,USA,276.0,450.5
Samsung,141.0,A++,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,8.0,Germany,1060.0,452.0
Bosch,210.0,A++,Single Door,Smart Connectivity,Gray,Stainless Steel,4.0,India,1565.0,441.5
Bosch,135.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,9.0,China,964.0,446.5
Frigidaire,321.0,A,Side-by-Side,Water Dispenser,Black,Plastic,8.0,Germany,525.0,440.5
Electrolux,781.0,B,Side-by-Side,Smart Connectivity,White,Glass,7.0,Germany,1348.0,431.5
GE,658.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,6.0,China,1638.0,471.0
GE,443.0,A,Single Door,Smart Connectivity,Black,Glass,3.0,China,765.0,447.0
Electrolux,709.0,A+,Single Door,Smart Connectivity,Gray,Plastic,7.0,India,718.0,461.0
Frigidaire,607.0,A++,Double Door,Smart Connectivity,Gray,Plastic,4.0,India,373.0,436.0
Panasonic,215.0,A+,Single Door,Smart Connectivity,White,Plastic,9.0,USA,1099.0,430.0
Panasonic,607.0,A+,Side-by-Side,Ice Dispenser,White,Glass,8.0,India,305.0,430.0
Samsung,491.0,A,Single Door,Smart Connectivity,Black,Glass,9.0,USA,462.0,440.0
Siemens,234.0,A+,Single Door,Ice Dispenser,Silver,Plastic,2.0,China,544.0,455.0
Frigidaire,319.0,A++,Double Door,Water Dispenser,Silver,Glass,2.0,India,1630.0,436.0
Bosch,513.0,A+,Single Door,Smart Connectivity,White,Plastic,5.0,Germany,672.0,446.5
LG,556.0,B,Side-by-Side,Water Dispenser,Gray,Stainless Steel,3.0,USA,404.0,431.0
Bosch,757.0,A,Side-by-Side,Water Dispenser,Gray,Glass,3.0,China,312.0,424.0
Haier,663.0,B,Single Door,Smart Connectivity,White,Plastic,4.0,India,1482.0,440.0
Bosch,143.0,A+,Double Door,Water Dispenser,White,Glass,1.0,China,581.0,446.5
Haier,174.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,8.0,USA,693.0,444.0
Haier,515.0,B,Side-by-Side,Water Dispenser,White,Stainless Steel,5.0,China,381.0,440.0
Whirlpool,320.0,A++,Single Door,Ice Dispenser,Gray,Stainless Steel,2.0,China,1187.0,416.5
Samsung,477.0,A+,Single Door,Smart Connectivity,White,Glass,6.0,India,1015.0,458.0
Bosch,122.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,USA,1203.0,446.5
Haier,739.0,A+,Double Door,Ice Dispenser,Gray,Glass,2.0,China,919.0,444.0
Haier,444.0,B,Single Door,Smart Connectivity,Silver,Plastic,5.0,China,1863.0,440.0
Panasonic,336.0,A,Side-by-Side,Water Dispenser,Black,Glass,5.0,India,1628.0,463.0
Samsung,366.0,A,Single Door,Smart Connectivity,Silver,Plastic,6.0,China,919.0,440.0
Whirlpool,530.0,A+,Double Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1871.0,479.0
Whirlpool,683.0,A,Single Door,Smart Connectivity,Silver,Glass,9.0,Germany,553.0,457.5
LG,589.0,A,Side-by-Side,Smart Connectivity,White,Glass,7.0,Germany,541.0,458.0
Frigidaire,416.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,China,1740.0,436.0
Panasonic,229.0,B,Single Door,Smart Connectivity,Gray,Glass,2.0,China,1099.0,466.0
GE,667.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,China,633.0,446.0
Haier,758.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,8.0,USA,674.0,444.0
GE,692.0,A++,Double Door,Ice Dispenser,White,Plastic,7.0,USA,1733.0,446.0
Whirlpool,597.0,B,Single Door,Smart Connectivity,Silver,Glass,1.0,Germany,269.0,461.0
Samsung,700.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,8.0,USA,1005.0,447.0
Siemens,525.0,A++,Double Door,Ice Dispenser,White,Stainless Steel,2.0,India,1645.0,469.0
LG,178.0,A+,Single Door,Water Dispenser,Silver,Stainless Steel,5.0,India,334.0,453.0
Panasonic,560.0,B,Side-by-Side,Smart Connectivity,Silver,Plastic,6.0,USA,1883.0,466.0
Frigidaire,138.0,A,Single Door,Ice Dispenser,Black,Glass,3.0,Germany,1631.0,440.5
Siemens,395.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,3.0,Germany,1777.0,450.5
LG,447.0,A+,Double Door,Smart Connectivity,White,Plastic,7.0,India,634.0,453.0
Frigidaire,436.0,A++,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,China,1156.0,436.0
GE,138.0,A,Double Door,Smart Connectivity,Silver,Glass,3.0,USA,1272.0,447.0
Siemens,498.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,4.0,Germany,1204.0,450.5
Siemens,363.0,A+,Side-by-Side,Ice Dispenser,White,Plastic,5.0,India,1099.0,455.0
Samsung,424.0,A,Double Door,Smart Connectivity,Black,Glass,8.0,USA,1099.0,440.0
Panasonic,411.0,B,Double Door,Smart Connectivity,White,Stainless Steel,5.0,China,263.0,466.0
LG,451.0,B,Single Door,Smart Connectivity,Gray,Plastic,6.0,USA,1993.0,431.0
Bosch,211.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,India,503.0,446.5
LG,635.0,A+,Double Door,Smart Connectivity,Silver,Plastic,3.0,China,1800.0,453.0
Siemens,230.0,A+,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,Germany,1180.0,455.0
Bosch,613.0,A++,Single Door,Water Dispenser,Black,Plastic,9.0,China,1099.0,441.5
Whirlpool,538.0,A++,Side-by-Side,Smart Connectivity,Gray,Plastic,8.0,USA,1780.0,416.5
GE,451.0,A,Double Door,Water Dispenser,Silver,Plastic,5.0,India,1243.0,447.0
Panasonic,341.0,A+,Single Door,Ice Dispenser,Black,Stainless Steel,3.0,USA,599.0,430.0
Bosch,413.0,A+,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,4.0,India,1907.0,446.5
Panasonic,703.0,A+,Side-by-Side,Smart Connectivity,White,Glass,5.0,China,1994.0,430.0
Haier,559.0,A+,Single Door,Smart Connectivity,Silver,Glass,2.0,India,876.0,444.0
Whirlpool,419.0,B,Single Door,Ice Dispenser,Gray,Plastic,8.0,India,1009.0,461.0
LG,541.0,A,Single Door,Smart Connectivity,Silver,Plastic,3.0,USA,1412.0,458.0
Electrolux,454.0,A,Double Door,Smart Connectivity,White,Plastic,7.0,India,780.0,458.0
LG,392.0,B,Single Door,Smart Connectivity,White,Plastic,6.0,USA,1680.0,431.0
Whirlpool,600.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,USA,826.0,479.0
Whirlpool,569.0,B,Double Door,Water Dispenser,White,Glass,7.0,China,683.0,461.0
Haier,316.0,A,Double Door,Smart Connectivity,White,Stainless Steel,7.0,India,1099.0,469.0
Samsung,542.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,4.0,USA,1099.0,452.0
Haier,747.0,A+,Single Door,Ice Dispenser,White,Glass,5.0,Germany,1108.0,444.0
Electrolux,515.0,B,Double Door,Smart Connectivity,Silver,Glass,9.0,China,1807.0,431.5
Haier,690.0,B,Double Door,Smart Connectivity,Silver,Stainless Steel,5.0,Germany,1099.0,440.0
Frigidaire,553.0,B,Single Door,Water Dispenser,White,Plastic,5.0,China,744.0,429.5
LG,311.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,5.0,China,1790.0,431.0
Frigidaire,208.0,A+,Double Door,Water Dispenser,Silver,Glass,5.0,China,1099.0,446.5
Haier,195.0,A+,Double Door,Water Dispenser,Gray,Glass,2.0,China,510.0,444.0
Samsung,205.0,A++,Double Door,Water Dispenser,Gray,Glass,7.0,China,1797.0,452.0
Whirlpool,588.0,B,Double Door,Smart Connectivity,Silver,Plastic,2.0,USA,1693.0,461.0
Frigidaire,429.5,B,Side-by-Side,Water Dispenser,Silver,Plastic,1.0,China,235.0,429.5
Electrolux,417.0,B,Double Door,Water Dispenser,Silver,Plastic,5.0,USA,604.0,431.5
Bosch,374.0,B,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,Germany,590.0,434.5
Haier,218.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,6.0,Germany,1705.0,469.0
Samsung,202.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,7.0,India,1356.0,458.0
LG,609.0,B,Double Door,Smart Connectivity,White,Plastic,9.0,USA,1508.0,431.0
Samsung,230.0,A+,Double Door,Smart Connectivity,Gray,Glass,6.0,India,1406.0,458.0
Panasonic,675.0,B,Double Door,Smart Connectivity,White,Stainless Steel,5.0,Germany,1007.0,466.0
Samsung,370.0,B,Side-by-Side,Water Dispenser,Silver,Glass,3.0,USA,423.0,447.0
Whirlpool,586.0,A++,Side-by-Side,Smart Connectivity,Black,Stainless Steel,5.0,USA,1163.0,416.5
Samsung,258.0,A+,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,2.0,USA,1304.0,458.0
Haier,151.0,A++,Single Door,Smart Connectivity,Gray,Glass,4.0,China,1155.0,434.5
Panasonic,561.0,A+,Single Door,Water Dispenser,White,Stainless Steel,7.0,China,1426.0,430.0
Frigidaire,500.0,A,Double Door,Ice Dispenser,Gray,Stainless Steel,9.0,India,466.0,440.5
Samsung,451.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1938.0,447.0
Haier,708.0,A,Single Door,Ice Dispenser,Black,Stainless Steel,1.0,China,983.0,469.0
Samsung,443.0,A+,Single Door,Smart Connectivity,Silver,Plastic,6.0,India,1890.0,458.0
Whirlpool,745.0,A++,Side-by-Side,Ice Dispenser,Black,Plastic,1.0,India,1214.0,416.5
Electrolux,544.0,B,Single Door,Smart Connectivity,Gray,Plastic,5.0,India,1762.0,431.5
Samsung,768.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,3.0,India,1567.0,447.0
Samsung,507.0,A++,Single Door,Water Dispenser,Gray,Plastic,3.0,China,1099.0,452.0
Frigidaire,678.0,B,Single Door,Water Dispenser,Gray,Plastic,5.0,China,948.0,429.5
Whirlpool,179.0,A+,Side-by-Side,Smart Connectivity,White,Plastic,3.0,India,1909.0,479.0
LG,525.0,A++,Double Door,Smart Connectivity,White,Plastic,4.0,China,737.0,465.0
Electrolux,752.0,B,Side-by-Side,Ice Dispenser,Silver,Stainless Steel,6.0,USA,898.0,431.5
Samsung,616.0,A++,Single Door,Water Dispenser,White,Plastic,2.0,USA,1434.0,452.0
LG,143.0,A,Double Door,Ice Dispenser,Black,Stainless Steel,8.0,China,1507.0,458.0
LG,282.0,B,Side-by-Side,Ice Dispenser,Gray,Stainless Steel,6.0,USA,807.0,431.0
Frigidaire,149.0,A,Single Door,Smart Connectivity,Black,Glass,2.0,Germany,1020.0,440.5
Panasonic,495.0,B,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,7.0,Germany,499.0,466.0
Panasonic,587.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,3.0,India,246.0,463.0
Br@ndX,451.0,A,Single Door,Smart Connectivity,Silver,Stainless Steel,1.0,Germany,1038.0,425.0
Panasonic,477.0,B,Side-by-Side,Smart Connectivity,White,Stainless Steel,2.0,Germany,960.0,466.0
Samsung,674.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,1.0,China,793.0,440.0
Panasonic,355.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,7.0,China,1242.0,463.0
Bosch,470.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,5.0,Germany,415.0,441.5
Whirlpool,653.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,1.0,USA,1349.0,479.0
Whirlpool,116.0,B,Double Door,Smart Connectivity,Gray,Glass,3.0,Germany,950.0,461.0
Haier,468.0,A++,Double Door,Ice Dispenser,Silver,Plastic,3.0,China,1925.0,434.5
Electrolux,214.0,A+,Single Door,Smart Connectivity,Silver,Plastic,5.0,USA,1248.0,461.0
GE,678.0,A+,Single Door,Water Dispenser,White,Stainless Steel,1.0,USA,908.0,403.0
Electrolux,114.0,B,Single Door,Water Dispenser,Silver,Plastic,6.0,India,1330.0,431.5
Siemens,671.0,A+,Single Door,Ice Dispenser,Black,Glass,8.0,Germany,1824.0,455.0
Siemens,380.0,A+,Single Door,Water Dispenser,White,Plastic,2.0,USA,845.0,455.0
Samsung,402.0,B,Double Door,Ice Dispenser,Black,Plastic,1.0,India,1098.0,447.0
Panasonic,402.0,A++,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,India,1056.0,469.0
Electrolux,104.0,A++,Double Door,Ice Dispenser,Gray,Plastic,5.0,India,901.0,431.0
Samsung,577.0,B,Double Door,Smart Connectivity,Silver,Plastic,5.0,China,1048.0,447.0
Frigidaire,375.0,B,Single Door,Ice Dispenser,Gray,Glass,7.0,China,1851.0,429.5
Electrolux,718.0,A,Single Door,Ice Dispenser,Silver,Plastic,7.0,USA,1348.0,458.0
Whirlpool,687.0,A+,Double Door,Water Dispenser,White,Plastic,8.0,Germany,1099.0,479.0
Samsung,234.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,1.0,USA,1128.0,447.0
Samsung,601.0,A+,Single Door,Water Dispenser,Black,Glass,5.0,Germany,1617.0,458.0
Samsung,109.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,Germany,1730.0,440.0
Samsung,259.0,A+,Single Door,Water Dispenser,Gray,Stainless Steel,7.0,China,1022.0,458.0
Bosch,451.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,5.0,China,273.0,424.0
Panasonic,566.0,A+,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,China,1280.0,430.0
GE,451.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,USA,531.0,471.0
Samsung,456.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,3.0,India,1515.0,440.0
Haier,358.0,B,Side-by-Side,Smart Connectivity,Black,Plastic,9.0,USA,1608.0,440.0
LG,689.0,A++,Double Door,Smart Connectivity,White,Glass,9.0,China,461.0,465.0
Samsung,663.0,A,Side-by-Side,Water Dispenser,White,Plastic,8.0,USA,909.0,440.0
Whirlpool,403.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,3.0,India,756.0,479.0
Panasonic,377.0,B,Double Door,Smart Connectivity,Gray,Glass,2.0,USA,1088.0,466.0
Bosch,340.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,6.0,Germany,355.0,446.5
Bosch,482.0,B,Side-by-Side,Smart Connectivity,White,Plastic,3.0,USA,315.0,434.5
Bosch,451.0,A++,Double Door,Water Dispenser,Silver,Stainless Steel,9.0,China,1099.0,441.5
Panasonic,676.0,A,Side-by-Side,Water Dispenser,White,Glass,9.0,Germany,508.0,463.0
Haier,217.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,India,282.0,469.0
Whirlpool,735.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,3.0,USA,721.0,479.0
Haier,266.0,A++,Side-by-Side,Smart Connectivity,Silver,Stainless Steel,2.0,USA,1913.0,434.5
Electrolux,323.0,A++,Double Door,Smart Connectivity,White,Glass,1.0,USA,1615.0,431.0
Siemens,588.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,3.0,India,1636.0,469.0
LG,373.0,A+,Double Door,Ice Dispenser,Black,Stainless Steel,1.0,USA,290.0,453.0
Bosch,444.0,B,Side-by-Side,Water Dispenser,Silver,Glass,6.0,USA,1099.0,434.5
Samsung,293.0,A++,Double Door,Water Dispenser,Black,Plastic,1.0,India,534.0,452.0
GE,291.0,A,Side-by-Side,Smart Connectivity,Gray,Stainless Steel,4.0,USA,1695.0,447.0
Bosch,149.0,A+,Double Door,Water Dispenser,White,Stainless Steel,8.0,USA,811.0,446.5
LG,600.0,A+,Side-by-Side,Smart Connectivity,Silver,Plastic,9.0,China,679.0,453.0
LG,711.0,A++,Double Door,Ice Dispenser,White,Glass,2.0,China,1099.0,465.0
Haier,613.0,B,Single Door,Smart Connectivity,White,Glass,2.0,China,1784.0,440.0
Electrolux,734.0,A+,Single Door,Smart Connectivity,White,Stainless Steel,8.0,China,537.0,461.0
Panasonic,405.0,A,Double Door,Smart Connectivity,Silver,Glass,3.0,India,1925.0,463.0
Electrolux,166.0,A,Double Door,Water Dispenser,Black,Stainless Steel,9.0,Germany,1074.0,458.0
Samsung,451.0,A,Double Door,Ice Dispenser,Silver,Plastic,2.0,India,1793.0,440.0
Frigidaire,161.0,A++,Single Door,Ice Dispenser,Silver,Glass,5.0,USA,1099.0,436.0
Bosch,451.0,B,Single Door,Ice Dispenser,White,Plastic,2.0,Germany,1848.0,434.5
Samsung,447.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,4.0,Germany,1352.0,452.0
Siemens,171.0,A,Single Door,Water Dispenser,White,Plastic,8.0,Germany,701.0,476.0
Haier,741.0,A,Double Door,Smart Connectivity,Silver,Stainless Steel,7.0,India,1574.0,469.0
Whirlpool,451.0,B,Double Door,Water Dispenser,Black,Plastic,8.0,USA,1946.0,461.0
Electrolux,422.0,A++,Single Door,Ice Dispenser,Gray,Glass,8.0,Germany,1052.0,431.0
LG,506.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,7.0,India,1603.0,458.0
LG,765.0,B,Double Door,Ice Dispenser,Gray,Stainless Steel,7.0,USA,1592.0,431.0
GE,118.0,A,Double Door,Smart Connectivity,Gray,Glass,9.0,USA,570.0,447.0
Samsung,432.0,A+,Side-by-Side,Ice Dispenser,Silver,Glass,5.0,USA,1231.0,458.0
Haier,774.0,A++,Double Door,Ice Dispenser,Gray,Glass,5.0,China,519.0,434.5
Samsung,643.0,A+,Double Door,Ice Dispenser,Gray,Glass,4.0,Germany,566.0,458.0
Panasonic,776.0,A++,Double Door,Smart Connectivity,White,Glass,5.0,USA,1067.0,469.0
Panasonic,487.0,A,Single Door,Water Dispenser,White,Plastic,2.0,Germany,1170.0,463.0
Siemens,683.0,A,Single Door,Smart Connectivity,Silver,Plastic,3.0,India,990.0,476.0
GE,583.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,8.0,China,830.0,447.0
Frigidaire,673.0,A++,Side-by-Side,Smart Connectivity,White,Glass,6.0,USA,302.0,436.0
GE,747.0,A++,Single Door,Ice Dispenser,White,Plastic,2.0,Germany,1435.0,446.0
GE,142.0,A+,Double Door,Ice Dispenser,Gray,Stainless Steel,7.0,Germany,745.0,403.0
Haier,273.0,A+,Single Door,Smart Connectivity,Silver,Glass,1.0,Germany,1310.0,444.0
Frigidaire,304.0,A,Single Door,Smart Connectivity,Gray,Stainless Steel,1.0,China,736.0,440.5
Panasonic,540.0,A++,Single Door,Smart Connectivity,White,Stainless Steel,6.0,China,1485.0,469.0
